test_name,sample_time,rpm_l,rpm_r,v_l_mps,v_r_mps,distance
Test 6: 0.6m forward,1.7410964965820312,44,-45,0.14744541520848095,-0.15079644737231007,0.20997977827281283
Test 6: 0.6m forward,1.792198657989502,44,-45,0.14744541520848095,-0.15079644737231007,0.21760018017284696
Test 6: 0.6m forward,1.8433194160461426,48,-48,0.16084954386379743,-0.16084954386379743,0.22582293078822915
Test 6: 0.6m forward,1.8944475650787354,48,-48,0.16084954386379743,-0.16084954386379743,0.23404687023872195
Test 6: 0.6m forward,1.9477975368499756,51,-52,0.17090264035528474,-0.17425367251911386,0.24325391001297922
Test 6: 0.6m forward,1.9989101886749268,51,-52,0.17090264035528474,-0.17425367251911386,0.25207483723554575
Test 6: 0.6m forward,2.050016164779663,55,-56,0.1843067690106012,-0.18765780117443032,0.26157964345338813
Test 6: 0.6m forward,2.1011199951171875,58,-59,0.19435986550208856,-0.19771089766591765,0.2715978023340089
Test 6: 0.6m forward,2.152233123779297,58,-59,0.19435986550208856,-0.19771089766591765,0.28161778401523774
Test 6: 0.6m forward,2.203336715698242,59,-60,0.19771089766591765,-0.20106192982974677,0.29180714593758894
Test 6: 0.6m forward,2.2544467449188232,59,-60,0.19771089766591765,-0.20106192982974677,0.3019977913704275
Test 6: 0.6m forward,2.305562734603882,59,-60,0.19771089766591765,-0.20106192982974677,0.3121896252389025
Test 6: 0.6m forward,2.356680393218994,59,-60,0.19771089766591765,-0.20106192982974677,0.3223817918693557
Test 6: 0.6m forward,2.4077837467193604,59,-60,0.19771089766591765,-0.20106192982974677,0.3325711062542815
Test 6: 0.6m forward,2.4588892459869385,59,-60,0.19771089766591765,-0.20106192982974677,0.3427608484760364
Test 6: 0.6m forward,2.5100016593933105,58,-59,0.19435986550208856,-0.19771089766591765,0.35278068994183387
Test 6: 0.6m forward,2.561105489730835,58,-59,0.19435986550208856,-0.19771089766591765,0.3627988488224546
Test 6: 0.6m forward,2.612208604812622,57,-58,0.19100883333825944,-0.19435986550208856,0.372645619305333
Test 6: 0.6m forward,2.663311004638672,57,-58,0.19100883333825944,-0.19435986550208856,0.38249225196962505
Test 6: 0.6m forward,2.7144134044647217,56,-57,0.18765780117443032,-0.19100883333825944,0.3921676388484511
Test 6: 0.6m forward,2.765515089035034,56,-57,0.18765780117443032,-0.19100883333825944,0.40184289030553577
Test 6: 0.6m forward,2.816628932952881,56,-56,0.18765780117443032,-0.18765780117443032,0.4114348018647319
Test 6: 0.6m forward,2.8700003623962402,56,-56,0.18765780117443032,-0.18765780117443032,0.42145036695960897
Test 6: 0.6m forward,2.9211032390594482,56,-57,0.18765780117443032,-0.19100883333825944,0.431125844119596
Test 6: 0.6m forward,2.9722206592559814,56,-57,0.18765780117443032,-0.19100883333825944,0.44080407485499207
Test 6: 0.6m forward,3.0233256816864014,57,-57,0.19100883333825944,-0.19100883333825944,0.45056558556715215
Test 6: 0.6m forward,3.0744290351867676,57,-57,0.19100883333825944,-0.19100883333825944,0.46032677749892975
Test 6: 0.6m forward,3.125532388687134,58,-59,0.19435986550208856,-0.19771089766591765,0.47034484290259626
Test 6: 0.6m forward,3.176635265350342,58,-59,0.19435986550208856,-0.19771089766591765,0.4803628148293085
Test 6: 0.6m forward,3.2277371883392334,59,-60,0.19771089766591765,-0.20106192982974677,0.4905518439896815
Test 6: 0.6m forward,3.2788407802581787,59,-60,0.19771089766591765,-0.20106192982974677,0.5007412059120327
Test 6: 0.6m forward,3.3299450874328613,60,-61,0.20106192982974677,-0.20441296199357586,0.5111019626237129
Test 6: 0.6m forward,3.3810622692108154,60,-61,0.20106192982974677,-0.20441296199357586,0.5214653294995774
Test 6: 0.6m forward,3.432168483734131,61,-62,0.20441296199357586,-0.207763994157405,0.5319977314708869
Test 6: 0.6m forward,3.4832794666290283,61,-62,0.20441296199357586,-0.207763994157405,0.5425311161486388
Test 6: 0.6m forward,3.534383773803711,62,-63,0.207763994157405,-0.2111150263212341,0.553234377214424
Test 6: 0.6m forward,3.5854856967926025,62,-63,0.207763994157405,-0.2111150263212341,0.563937138937505
Test 6: 0.6m forward,3.636589527130127,63,-63,0.2111150263212341,-0.2111150263212341,0.5747259254243273
Test 6: 0.6m forward,3.68770432472229,63,-63,0.2111150263212341,-0.2111150263212341,0.5855170272634014
Test 6: 0.6m forward,3.738809108734131,63,-63,0.2111150263212341,-0.2111150263212341,0.5963060150852021
Test 6: 0.6m forward,3.7899162769317627,63,-63,0.2111150263212341,-0.2111150263212341,0.6070955062444489
Test 6: 0.6m forward,3.8410451412200928,63,-63,0.2111150263212341,-0.2111150263212341,0.6178895777744544
Test 7: 0.7m forward,0.05006051063537598,0,0,0.0,0.0,0.0
Test 7: 0.7m forward,0.10354447364807129,0,0,0.0,0.0,0.0
Test 7: 0.7m forward,0.15465569496154785,0,0,0.0,0.0,0.0
Test 7: 0.7m forward,0.20575785636901855,3,-4,0.01005309649148734,-0.013404128655316452,0.0005993574528116739
Test 7: 0.7m forward,0.2568635940551758,3,-4,0.01005309649148734,-0.013404128655316452,0.0011987568504105166
Test 7: 0.7m forward,0.3079667091369629,10,-11,0.033510321638291124,-0.03686135380212024,0.0029968627646752735
Test 7: 0.7m forward,0.3590719699859619,10,-11,0.033510321638291124,-0.03686135380212024,0.004795044179556934
Test 7: 0.7m forward,0.4101877212524414,19,-20,0.06366961111275314,-0.06702064327658225,0.008135209447716032
Test 7: 0.7m forward,0.46129655838012695,19,-20,0.06366961111275314,-0.06702064327658225,0.0114749229105962
Test 7: 0.7m forward,0.5124058723449707,28,-30,0.09382890058721516,-0.10053096491487339,0.016441722604651723
Test 7: 0.7m forward,0.5635194778442383,28,-30,0.09382890058721516,-0.10053096491487339,0.021408939349733952
Test 7: 0.7m forward,0.6146235466003418,36,-39,0.12063715789784805,-0.1306902543893354,0.02783086602864285
Test 7: 0.7m forward,0.6657264232635498,36,-39,0.12063715789784805,-0.1306902543893354,0.034252642904740435
Test 7: 0.7m forward,0.7168283462524414,44,-47,0.14744541520848095,-0.1574985116999683,0.042044253439143316
Test 7: 0.7m forward,0.7679333686828613,44,-47,0.14744541520848095,-0.1574985116999683,0.04983633655148163
Test 7: 0.7m forward,0.819049596786499,51,-54,0.17090264035528474,-0.1809557368467721,0.058829173086099695
Test 7: 0.7m forward,0.8702082633972168,51,-54,0.17090264035528474,-0.1809557368467721,0.0678294757928338
Test 7: 0.7m forward,0.9213323593139648,56,-59,0.18765780117443032,-0.19771089766591765,0.07768028895424697
Test 7: 0.7m forward,0.9724385738372803,56,-59,0.18765780117443032,-0.19771089766591765,0.08752765665099985
Test 7: 0.7m forward,1.0257291793823242,57,-60,0.19100883333825944,-0.20106192982974677,0.09797450084386512
Test 7: 0.7m forward,1.0768342018127441,57,-60,0.19100883333825944,-0.20106192982974677,0.10799289341687153
Test 7: 0.7m forward,1.1279475688934326,54,-56,0.1809557368467721,-0.18765780117443032,0.11741343295676605
Test 7: 0.7m forward,1.1790523529052734,54,-56,0.1809557368467721,-0.18765780117443032,0.12683239057897305
Test 7: 0.7m forward,1.2301559448242188,50,-51,0.16755160819145565,-0.17090264035528474,0.135480504479456
Test 7: 0.7m forward,1.2812588214874268,50,-51,0.16755160819145565,-0.17090264035528474,0.14412849733926741
Test 7: 0.7m forward,1.332362174987793,45,-46,0.15079644737231007,-0.1541474795361392,0.15192032598656358
Test 7: 0.7m forward,1.3834683895111084,45,-46,0.15079644737231007,-0.1541474795361392,0.1597125908596463
Test 7: 0.7m forward,1.434584140777588,43,-43,0.14409438304465186,-0.14409438304465186,0.16707808350225353
Test 7: 0.7m forward,1.4856934547424316,43,-43,0.14409438304465186,-0.14409438304465186,0.1744426485658531
Test 7: 0.7m forward,1.53680419921875,42,-42,0.14074335088082274,-0.14074335088082274,0.18163614600946365
Test 7: 0.7m forward,1.5879061222076416,42,-42,0.14074335088082274,-0.14074335088082274,0.18882840188737401
Test 7: 0.7m forward,1.6390087604522705,42,-42,0.14074335088082274,-0.14074335088082274,0.19602075843277358
Test 7: 0.7m forward,1.690110683441162,42,-42,0.14074335088082274,-0.14074335088082274,0.20321301431068395
Test 7: 0.7m forward,1.7412128448486328,44,-44,0.14744541520848095,-0.14744541520848095,0.21074779371745928
Test 7: 0.7m forward,1.7923145294189453,44,-44,0.14744541520848095,-0.14744541520848095,0.21828250281678183
Test 7: 0.7m forward,1.843425989151001,48,-48,0.16084954386379743,-0.16084954386379743,0.22650375780089582
Test 7: 0.7m forward,1.8945648670196533,48,-48,0.16084954386379743,-0.16084954386379743,0.234729422979775
Test 7: 0.7m forward,1.947918176651001,51,-52,0.17090264035528474,-0.17425367251911386,0.24393703879577605
Test 7: 0.7m forward,1.999021291732788,51,-52,0.17090264035528474,-0.17425367251911386,0.2527563201847889
Test 7: 0.7m forward,2.050133466720581,55,-56,0.1843067690106012,-0.18765780117443032,0.2622622792850671
Test 7: 0.7m forward,2.101236343383789,58,-58,0.19435986550208856,-0.19435986550208856,0.27219462752009804
Test 7: 0.7m forward,2.15234637260437,58,-58,0.19435986550208856,-0.19435986550208856,0.282128365925218
Test 7: 0.7m forward,2.2034494876861572,59,-60,0.19771089766591765,-0.20106192982974677,0.29231763277271827
Test 7: 0.7m forward,2.254551649093628,59,-60,0.19771089766591765,-0.20106192982974677,0.3025067094705167
Test 7: 0.7m forward,2.3056516647338867,59,-60,0.19771089766591765,-0.20106192982974677,0.31269535833148604
Test 7: 0.7m forward,2.356755256652832,59,-60,0.19771089766591765,-0.20106192982974677,0.32288472025383724
Test 7: 0.7m forward,2.407869338989258,59,-60,0.19771089766591765,-0.20106192982974677,0.3330761738229086
Test 7: 0.7m forward,2.458977460861206,59,-60,0.19771089766591765,-0.20106192982974677,0.3432664389563435
Test 7: 0.7m forward,2.5100834369659424,58,-59,0.19435986550208856,-0.19771089766591765,0.35328501848325844
Test 7: 0.7m forward,2.5611984729766846,58,-59,0.19435986550208856,-0.19771089766591765,0.36330537407230434
Test 7: 0.7m forward,2.6123013496398926,57,-58,0.19100883333825944,-0.19435986550208856,0.37315209861565396
Test 7: 0.7m forward,2.6634042263031006,57,-58,0.19100883333825944,-0.19435986550208856,0.3829988231590036
Test 7: 0.7m forward,2.714505672454834,57,-57,0.19100883333825944,-0.19100883333825944,0.3927596507703441
Test 7: 0.7m forward,2.765617847442627,57,-57,0.19100883333825944,-0.19100883333825944,0.40252252768414337
Test 7: 0.7m forward,2.8167200088500977,56,-56,0.18765780117443032,-0.18765780117443032,0.4121122469291302
Test 7: 0.7m forward,2.8700761795043945,56,-56,0.18765780117443032,-0.18765780117443032,0.4221249485932032
Test 7: 0.7m forward,2.921182870864868,56,-56,0.18765780117443032,-0.18765780117443032,0.4317155179192099
Test 7: 0.7m forward,2.9722893238067627,56,-56,0.18765780117443032,-0.18765780117443032,0.4413060425041103
Test 7: 0.7m forward,3.0233943462371826,57,-57,0.19100883333825944,-0.19100883333825944,0.4510675532162704
Test 7: 0.7m forward,3.0745041370391846,57,-57,0.19100883333825944,-0.19100883333825944,0.4608299747295233
Test 7: 0.7m forward,3.1256067752838135,57,-58,0.19100883333825944,-0.19435986550208856,0.47067665333334413
Test 7: 0.7m forward,3.176710605621338,57,-58,0.19100883333825944,-0.19435986550208856,0.48052356163480897
Test 7: 0.7m forward,3.2278127670288086,59,-59,0.19771089766591765,-0.19771089766591765,0.49062701583934865
Test 7: 0.7m forward,3.2789156436920166,59,-59,0.19771089766591765,-0.19771089766591765,0.5007306114577422
Test 7: 0.7m forward,3.330019474029541,60,-61,0.20106192982974677,-0.20441296199357586,0.5110912714966748
Test 7: 0.7m forward,3.3811287879943848,60,-61,0.20106192982974677,-0.20441296199357586,0.5214530432722044
Test 7: 0.7m forward,3.4322397708892822,61,-62,0.20441296199357586,-0.207763994157405,0.5319864279499563
Test 7: 0.7m forward,3.4833531379699707,61,-62,0.20441296199357586,-0.207763994157405,0.5425203039809293
Test 7: 0.7m forward,3.5344836711883545,63,-63,0.2111150263212341,-0.2111150263212341,0.5533147278471472
Test 7: 0.7m forward,3.585590124130249,63,-63,0.2111150263212341,-0.2111150263212341,0.5641040680051602
Test 7: 0.7m forward,3.6366915702819824,63,-63,0.2111150263212341,-0.2111150263212341,0.5748923511545365
Test 7: 0.7m forward,3.6877923011779785,63,-63,0.2111150263212341,-0.2111150263212341,0.5856804833026791
Test 7: 0.7m forward,3.7388954162597656,64,-64,0.21446605848506323,-0.21446605848506323,0.5966403669705785
Test 7: 0.7m forward,3.7922534942626953,64,-64,0.21446605848506323,-0.21446605848506323,0.6080838636482054
Test 7: 0.7m forward,3.843352794647217,64,-64,0.21446605848506323,-0.21446605848506323,0.6190429291930181
Test 7: 0.7m forward,3.894456624984741,64,-64,0.21446605848506323,-0.21446605848506323,0.6300029662589963
Test 7: 0.7m forward,3.9455692768096924,64,-64,0.21446605848506323,-0.21446605848506323,0.640964895234613
Test 7: 0.7m forward,3.9966883659362793,64,-64,0.21446605848506323,-0.21446605848506323,0.6519282047929387
Test 7: 0.7m forward,4.047802686691284,64,-64,0.21446605848506323,-0.21446605848506323,0.6628904916974059
Test 7: 0.7m forward,4.098907232284546,64,-64,0.21446605848506323,-0.21446605848506323,0.6738506821614629
Test 7: 0.7m forward,4.151014566421509,64,-64,0.21446605848506323,-0.21446605848506323,0.6850259367319815
Test 7: 0.7m forward,4.202112197875977,65,-65,0.21781709064889232,-0.21781709064889232,0.696155874154443
Test 7: 0.7m forward,4.25321364402771,65,-65,0.21781709064889232,-0.21781709064889232,0.7072866424831646
Test 7: 0.7m forward,4.3043177127838135,64,-65,0.21446605848506323,-0.21781709064889232,0.718332356370888
Test 7: 0.7m forward,4.355432510375977,64,-65,0.21446605848506323,-0.21781709064889232,0.7293803892061305
Test 8: 0.8m forward,0.0500643253326416,0,0,0.0,0.0,0.0
Test 8: 0.8m forward,0.10353422164916992,0,0,0.0,0.0,0.0
Test 8: 0.8m forward,0.15465116500854492,0,0,0.0,0.0,0.0
Test 8: 0.8m forward,0.205763578414917,4,-3,0.013404128655316452,-0.01005309649148734,0.000599477694534891
Test 8: 0.8m forward,0.25688838958740234,4,-3,0.013404128655316452,-0.01005309649148734,0.0011991007976653004
Test 8: 0.8m forward,0.3079984188079834,11,-10,0.03686135380212024,-0.033510321638291124,0.002997449991695636
Test 8: 0.8m forward,0.3591036796569824,11,-10,0.03686135380212024,-0.033510321638291124,0.004795631406577296
Test 8: 0.8m forward,0.41020750999450684,20,-18,0.06702064327658225,-0.06031857894892403,0.008049392410539591
Test 8: 0.8m forward,0.46131253242492676,20,-18,0.06702064327658225,-0.06031857894892403,0.011303229314592954
Test 8: 0.8m forward,0.5124189853668213,29,-28,0.09717993275104428,-0.09382890058721516,0.01618412129083692
Test 8: 0.8m forward,0.5635228157043457,29,-28,0.09717993275104428,-0.09382890058721516,0.021064762796780365
Test 8: 0.8m forward,0.6146249771118164,38,-37,0.12733922222550628,-0.12398819006167718,0.027486449791191157
Test 8: 0.8m forward,0.6657352447509766,38,-37,0.12733922222550628,-0.12398819006167718,0.033909155444718904
Test 8: 0.8m forward,0.716841459274292,46,-45,0.1541474795361392,-0.15079644737231007,0.04170142031780162
Test 8: 0.8m forward,0.7679462432861328,46,-45,0.1541474795361392,-0.15079644737231007,0.04949346707799106
Test 8: 0.8m forward,0.8194015026092529,53,-52,0.17760470468294298,-0.17425367251911386,0.05854594909996308
Test 8: 0.8m forward,0.8705856800079346,53,-52,0.17760470468294298,-0.17425367251911386,0.06755073989892424
Test 8: 0.8m forward,0.9217119216918945,58,-57,0.19435986550208856,-0.19100883333825944,0.07740196651609664
Test 8: 0.8m forward,0.9728178977966309,58,-57,0.19435986550208856,-0.19100883333825944,0.08724928827332072
Test 8: 0.8m forward,1.0257315635681152,58,-59,0.19435986550208856,-0.19771089766591765,0.09762223893384206
Test 8: 0.8m forward,1.076833724975586,58,-59,0.19435986550208856,-0.19771089766591765,0.10764007064512289
Test 8: 0.8m forward,1.1279473304748535,55,-56,0.1843067690106012,-0.18765780117443032,0.11714629579519406
Test 8: 0.8m forward,1.1790516376495361,55,-56,0.1843067690106012,-0.18765780117443032,0.12665079162161139
Test 8: 0.8m forward,1.2301547527313232,51,-51,0.17090264035528474,-0.17090264035528474,0.13538444891946877
Test 8: 0.8m forward,1.2812581062316895,51,-51,0.17090264035528474,-0.17090264035528474,0.14411814696369085
Test 8: 0.8m forward,1.3323614597320557,46,-46,0.1541474795361392,-0.1541474795361392,0.15199560010161664
Test 8: 0.8m forward,1.3834640979766846,46,-46,0.1541474795361392,-0.1541474795361392,0.1598729429846733
Test 8: 0.8m forward,1.4345676898956299,42,-43,0.14074335088082274,-0.14409438304465186,0.1671510586434956
Test 8: 0.8m forward,1.485670804977417,42,-43,0.14074335088082274,-0.14409438304465186,0.1744291063917101
Test 8: 0.8m forward,1.5367825031280518,41,-42,0.13739231871699362,-0.14074335088082274,0.18153709958641426
Test 8: 0.8m forward,1.587886095046997,41,-42,0.13739231871699362,-0.14074335088082274,0.18864396546502896
Test 8: 0.8m forward,1.638993263244629,42,-42,0.14074335088082274,-0.14074335088082274,0.1958369595711935
Test 8: 0.8m forward,1.6901094913482666,42,-42,0.14074335088082274,-0.14074335088082274,0.20303122879888794
Test 8: 0.8m forward,1.7412168979644775,44,-44,0.14744541520848095,-0.14744541520848095,0.21056678158764383
Test 8: 0.8m forward,1.7923214435577393,44,-44,0.14744541520848095,-0.14744541520848095,0.21810191253168304
Test 8: 0.8m forward,1.843432903289795,47,-48,0.1574985116999683,-0.16084954386379743,0.22623752944304587
Test 8: 0.8m forward,1.8945682048797607,47,-48,0.1574985116999683,-0.16084954386379743,0.23437694135896206
Test 8: 0.8m forward,1.9480395317077637,51,-52,0.17090264035528474,-0.17425367251911386,0.24360492436518977
Test 8: 0.8m forward,1.9991393089294434,51,-52,0.17090264035528474,-0.17425367251911386,0.25242362971245885
Test 8: 0.8m forward,2.0502426624298096,55,-56,0.1843067690106012,-0.18765780117443032,0.26192794817234755
Test 8: 0.8m forward,2.101351737976074,58,-59,0.19435986550208856,-0.19771089766591765,0.2719471352994652
Test 8: 0.8m forward,2.152473211288452,58,-59,0.19435986550208856,-0.19771089766591765,0.28196875282739364
Test 8: 0.8m forward,2.2035815715789795,60,-60,0.20106192982974677,-0.20106192982974677,0.29224469837784106
Test 8: 0.8m forward,2.2546916007995605,60,-60,0.20106192982974677,-0.20106192982974677,0.30252097948658585
Test 8: 0.8m forward,2.3057992458343506,60,-60,0.20106192982974677,-0.20106192982974677,0.3127967812263344
Test 8: 0.8m forward,2.3569037914276123,60,-60,0.20106192982974677,-0.20106192982974677,0.3230719597863879
Test 8: 0.8m forward,2.408007860183716,59,-60,0.19771089766591765,-0.20106192982974677,0.33326141678359006
Test 8: 0.8m forward,2.459111213684082,59,-60,0.19771089766591765,-0.20106192982974677,0.3434507311685158
Test 8: 0.8m forward,2.5102181434631348,58,-59,0.19435986550208856,-0.19771089766591765,0.35346949764933927
Test 8: 0.8m forward,2.5613226890563965,58,-59,0.19435986550208856,-0.19771089766591765,0.3634877967453914
Test 8: 0.8m forward,2.6124253273010254,57,-58,0.19100883333825944,-0.19435986550208856,0.3733344753492122
Test 8: 0.8m forward,2.663526773452759,57,-58,0.19100883333825944,-0.19435986550208856,0.383180924255389
Test 8: 0.8m forward,2.7146317958831787,56,-57,0.18765780117443032,-0.19100883333825944,0.39285680768060033
Test 8: 0.8m forward,2.7657392024993896,56,-57,0.18765780117443032,-0.19100883333825944,0.4025331425116164
Test 8: 0.8m forward,2.8168461322784424,56,-56,0.18765780117443032,-0.18765780117443032,0.41212375657872946
Test 8: 0.8m forward,2.870206356048584,56,-56,0.18765780117443032,-0.18765780117443032,0.4221372188416098
Test 8: 0.8m forward,2.921306610107422,56,-56,0.18765780117443032,-0.18765780117443032,0.4317265801577461
Test 8: 0.8m forward,2.972409963607788,56,-56,0.18765780117443032,-0.18765780117443032,0.44131652310826447
Test 8: 0.8m forward,3.0235157012939453,57,-57,0.19100883333825944,-0.19100883333825944,0.45107817044058846
Test 8: 0.8m forward,3.0746216773986816,57,-57,0.19100883333825944,-0.19100883333825944,0.4608398633129671
Test 8: 0.8m forward,3.1257309913635254,58,-58,0.19435986550208856,-0.19435986550208856,0.47077346270107817
Test 8: 0.8m forward,3.176833152770996,58,-58,0.19435986550208856,-0.19435986550208856,0.4807056719191002
Test 8: 0.8m forward,3.227935791015625,59,-60,0.19771089766591765,-0.20106192982974677,0.49089484369174957
Test 8: 0.8m forward,3.279038429260254,59,-60,0.19771089766591765,-0.20106192982974677,0.501084015464399
Test 8: 0.8m forward,3.330141305923462,61,-61,0.20441296199357586,-0.20441296199357586,0.5115301058495176
Test 8: 0.8m forward,3.3812456130981445,61,-61,0.20441296199357586,-0.20441296199357586,0.521976488649724
Test 8: 0.8m forward,3.4323480129241943,62,-62,0.207763994157405,-0.207763994157405,0.5325937273486128
Test 8: 0.8m forward,3.4834625720977783,62,-62,0.207763994157405,-0.207763994157405,0.5432134923221116
Test 8: 0.8m forward,3.5346086025238037,63,-63,0.2111150263212341,-0.2111150263212341,0.5540111878817285
Test 8: 0.8m forward,3.5857129096984863,63,-63,0.2111150263212341,-0.2111150263212341,0.5648000750360401
Test 8: 0.8m forward,3.636815309524536,63,-63,0.2111150263212341,-0.2111150263212341,0.5755885595203949
Test 8: 0.8m forward,3.687917947769165,63,-63,0.2111150263212341,-0.2111150263212341,0.5863770943384943
Test 8: 0.8m forward,3.7390246391296387,63,-64,0.2111150263212341,-0.21446605848506323,0.5972521149135198
Test 8: 0.8m forward,3.7923367023468018,63,-64,0.2111150263212341,-0.21446605848506323,0.6085964177621309
Test 8: 0.8m forward,3.843435287475586,64,-64,0.21446605848506323,-0.21446605848506323,0.6195553299088647
Test 8: 0.8m forward,3.894538640975952,64,-64,0.21446605848506323,-0.21446605848506323,0.6305152647094572
Test 8: 0.8m forward,3.945641279220581,64,-64,0.21446605848506323,-0.21446605848506323,0.6414750461119708
Test 8: 0.8m forward,3.996750593185425,64,-64,0.21446605848506323,-0.21446605848506323,0.6524362592298865
Test 8: 0.8m forward,4.047857999801636,64,-64,0.21446605848506323,-0.21446605848506323,0.6633970632862587
Test 8: 0.8m forward,4.098967790603638,64,-64,0.21446605848506323,-0.21446605848506323,0.6743583786695602
Test 8: 0.8m forward,4.1510865688323975,64,-64,0.21446605848506323,-0.21446605848506323,0.6855360876093394
Test 8: 0.8m forward,4.202186822891235,65,-65,0.21781709064889232,-0.21781709064889232,0.6966665962798547
Test 8: 0.8m forward,4.253296136856079,65,-65,0.21781709064889232,-0.21781709064889232,0.7077990783527378
Test 8: 0.8m forward,4.30440878868103,65,-65,0.21781709064889232,-0.21781709064889232,0.7189322874685985
Test 8: 0.8m forward,4.3558669090271,65,-65,0.21781709064889232,-0.21781709064889232,0.7301407455326399
Test 8: 0.8m forward,4.40696907043457,65,-66,0.21781709064889232,-0.22116812281272147,0.741357292149544
Test 8: 0.8m forward,4.458072185516357,65,-66,0.21781709064889232,-0.22116812281272147,0.7525740480909099
Test 8: 0.8m forward,4.509174585342407,66,-66,0.22116812281272147,-0.22116812281272147,0.7638762699316625
Test 8: 0.8m forward,4.560279607772827,66,-66,0.22116812281272147,-0.22116812281272147,0.7751790718089004
Test 8: 0.8m forward,4.611382961273193,66,-66,0.22116812281272147,-0.22116812281272147,0.7864815045720114
Test 8: 0.8m forward,4.662487506866455,66,-66,0.22116812281272147,-0.22116812281272147,0.7977842009880702
Test 8: 0.8m forward,4.713595151901245,66,-66,0.22116812281272147,-0.22116812281272147,0.8090875829017936
Test 8: 0.8m forward,4.764707565307617,66,-66,0.22116812281272147,-0.22116812281272147,0.8203920194273087
